Examples
ปรึกษา​หน่อยครับคือผมกับแฟนเก่าเป็นlgbtq​ ผมคบกับสาวสองเธอเป็นคนมีเหตุผล​แล้วเป็นคนที่ดีมากวันนึงผมกับแฟนคุยเรื่องครอบครัว​กันแล้วครอบครัว​นางรับผมได้แต่ครอบครัว​ผมเหมือนจะไม่ชอบสาวสองคือแบบเหยียดหรือว่าแอบนินทารับหลัง​  คือ​ ผมไม่ชอบให้พวกเขาว่าแฟนผม​  นางก็ไม่ได้รู้อะไร​ ผมรู้สึกผิดที่โกหกแฟนว่าครอบครัว​รับได้นะ​  นางก็แอบตัดพอว่า​ ถ้าครอบครัว​แฟนรับไม่ได้ก็คงรู้สึกเสียใจ​  ผมควรทำไงดีครับ​  แม่ผมรับได้อยู่คนเดียว
"เราควรทำไงดีค่ะสับสน
แฟนเราฟังแต่ความข้างเดียวทั้งที่เรามาอาศัยยุบ้านเขา  เราพูดบอกอะไรเขาไม่ฟังเราเรา  แต่พ่อแม่เขาพูดแค่ทำเดียวเขาทำตามหมด  เราควรทำไงอึดอัด"
คบกับแฟนอยู่ พี่น้องแฟนรวมตัวแฟนเป็น4คน พ่อแม่อีก2 แต่ทางที่บ้านเขาไม่ชอบเราเพราะเขาว่า เราไม่ทำงานบ้าน ทั้งๆที่เราทำตลอด ซักผ้าก็ซักมือทั้งของพ่อแม่ของลูกเขาอีก เสื้อผ้าติดเลือดเมนส์ก็ต้องขยี้ซักให้เขา ล้างจานวันนึง3-4รอบ น้องก็ดื้อกันเหลือเกิน ดื้อไม่ว่าแต่ขี้ขโมย เรามีเงินสดใส่กระเป๋าอยู่500 พอเช้ามาเปิดดูตังในกระเป๋าไม่เหลือเงินสักบาท เลยถามแม่ แม่ก็บอกกูไม่รู้ จะไปรู้มึงหรอ ก็เลยไปถามน้องคนที่3 น้องบอกเห็นพี่คนที่อะไปเปิดกระเป๋าเรา เราเลยไปถามนาง นางก็ไม่ตอบเรา เดินหนีเราเลยอะรู้ละใครเอา เลยไปบอกแม่นาง แม่ก็โทษเราว่าเรา มึงไม่รู้จักเก็บเอง ไม่เกี่ยวกับกู คือเราเสียใจมากอะ ไปบอกแฟน แฟนก็ว่าเราอีก ว่าเราไม่รู้จักเก็บเอง คือกระเป๋าตังเรา เราจะชอบเอาไว้ในตู้เสื้อผ้า ปกติน้องก็ไม่เอาหรอก แต่ทำไมวันนี้ทำแบบนี้ก็ไม่รู้ แรกๆไปอยู่ก็ดูแลน้องดีนะ เพราะสงสาร น้องเป็นเอ๋อแล้วก็เป็นเบาหวานด้วย พอหลังๆมาความเอ๋อมันทำแบบนี้ได้ด้วยหรอ ใส่เสื้อผ้าคนอื่นมั่วไม่พอ หลังๆมาพูดอะไรก็ไม่ฟัง ปาข้าวของใส่เรา พอเราบอกแฟน แฟนก็ไม่ช่วยอะไรเราสักอย่าง โทษแต่เราไม่ดูเอง ไม่ว่าน้องเอง ว่าแล้วมันเคยฟังที่ไหน พอจะเลิกก็ไปยึดกุญแจรถไว้ ไม่ยอมให้ไป ไม่รู้จะทำยังไงแล้วค่ะ เหนื่อยที่ต้องมาอดทนกับอะไรแบบนี้
ทำไงดีคะ เราอยู่กับแฟนมาก็3ปีกว่าเแล้ว ปัญหาคือน้องชายแฟนค่ะ ตอนนี้ก็อายุ15 แต่น้องไม่เรียนลาออกตั้งเเต่ม.2 แม่แฟนกับพี่สาวแฟนคอยฝากฝังให้เราคอยช่วยดูแล คอยสอนน้องช่วยหน่อย เขาบอกน้องเป็นเด็กที่แม่ไม่ได้อยู่เลี้ยงเพราะไปทำงานกรุงเทพ น้องเลยเอาแต่ใจ แรกๆเราก็เข้าใจนะ เพราะเราก็โตมากับตากับยาย แต่สักพัก เราว่ามันไม่ใช่ น้องแฟนจะเอาแต่ใจชนิดที่ว่า สุดๆ เป็นลูกคนสุดท้อง พี่สาวคนโตแก้ปัญหาด้วยเงินให้ตลอด ส่วนแม่น้องก็เหมือนกัน ในห้องนี้ขยะ ขนม เต็มเลย น้องยังฉี่ใส่ที่นอนอยู่ แม่น้องบอกว่าเราเป็นพี่ช่วยไปทำให้น้องด้วย? เราเลยสอนน้องทำแทน ว่าควรเริ่มจากตรงไหน สรุปน้องไม่เอาโทรไปบอกพี่สาว พี่สาวเขาบอกทำๆไปได้ไหมเดี๋ยวโอนเงินให้ เราไม่ได้อยากได้เงินจากอะไรตรงนี้เลยค่ะ คือเราจะต้องย้ายออกเพื่อไปสร้างครอบครัวแยกอีกที่ ตอนนี้เรามาอยู่ก็ช่วงรอวิลัยเปิด งานบ้าน เราทำแทบทั้งหมด คนอาจจะมองว่าเราเห็นแก่ตัว เราคิดว่า ถ้าปล่อยไปแบบนี้ลำบากตอนโตแน่ๆ เขาบอกให้เราช่วยสอน เราก็สอนนะคะ พอน้องไม่เอาไม่พอใจ ก็โทรไปฟ้อง น้องไม่รู้จักแม้วิธีทอดไข่ ยายที่บ้านก็สปอยหลานมากๆไม่อยากให้น้องล้างจานไม่อยากให้น้องทำกับข้าวเองเพราะยังเด็ก พอหิวมาก็โทรไปฟ้องพี่สาวว่าไม่มีใครทำอะไรไว้ให้กิน เรากับแฟนจะกินแยกจากคนอื่น เลยไม่รับรู้นะคะว่าครัวหลักเขาทำอะไรกินบ้างแต่ละวัน พอโทรไปฟ้อง เราก็ต้องไปทำให้กินทุกอย่าง น้องซักผ้าเองไม่เป็น ตากผ้าไม่เป็น เครื่องซักผ้ามี เราสอน น้องก็ไม่ทำ พอพี่สาวเขามาเยี่ยมก็ว่าทำไมไม่ช่วยน้องซักเสื้อผ้า น้องก็ชอบขับรถสุดๆขับแรงๆ เกิดอุบัติเหตุแล้ว2รอบแอดมิทโรงบาล ใครเฝ้า เรากับแฟนค่ะ ต้องไปเฝ้า แฟนเราจะเป็นคนพูดตรงและพูดแรง เเฟนจะไม่ตามใจน้อง พอแฟนพูดอะไรจี้ใจดำไป ก็ร้องไห้ ฟ้องพี่สาวค่ะ เราอีกตามเคย ช่วงที่เกิดอุบัติเหตุเรากับแฟนต้องไปตามถ่ายที่เกิดเหตุเพื่อเคลมประกัน น้องก็พูดมั่วว่าล้มตรงนั้นตรงนี้ๆ วันนั้นทั้งวันเรากับแฟนขับรถหาจุดที่ล้มบวกกับทำเรื่องที่โรงพักทั้งวัน พอไปโรงบาล น้องก็ตัดพ้อว่าไม่มีคนอยากมาเฝ้า ช่วงนี้เราหงุดหงิกบ่อยมาก เพราะเราทำงานบ้านเยอะขึ้น มีงานเยอะขึ้น แต่น้องก็ยังคอยหาเรื่องให้ต้องมาเคลียร์ ไม่รับผิดชอบตัวเอง เราเลยใช้ไม้เเข็ง ไม่ทำก็ไม่ต้องกิน เราดูใจแคบไปไหม แต่ภาระเราตอนนี้ก็เยอะมากแล้ว
"ปรึกษาหน่อยคับแฟนเรามีลูกติดมาอายุ4ขวบแล้ว แม่ของแฟนเลี้ยงหลานตามใจมากถึงมากที่สุดไม่ดุไม่สอนเวลาเด็กทำไรผิด ซึ่งเราเห็นแล้วรู้สึกไม่โอเคและไม่สบายใจอย่างบอกไม่ถูก เด็กคนนี้ทั้งพูดโกหกและดื้อ อยากได้อะไรต้องได้ ฐานะบ้านแฟนไม่ได้มีอะไรมาก หาเช้ากินค่ำมีกินมีใช้ไปวันๆ รายได้เด็กคนเดียวก็100-200ขึ้น นิสัยพูดไม่เพราะเถียงคําไม่ตกฟาก กินทิ้งกินเหลือ กินไม่รู้จักคุณค่าของของ
เราพยายามพูดบอกสอนแล้วว่าโกหกไม่ดี แต่ยายเด็กให้ท้ายอยู่เรื่อย เรารู้สึกอึดอัดมากเราก็บอกแฟนเราว่าเองเป็นแม่ทำไมไม่รู้จักสอนลูกดุหรือตีบ้างในเวลาที่ทำผิด จะกลัวแม่เองทำไม เลี้ยงแบบนี้ไม่ใช้ว่่จะดีนะ เขาก็เฉยไม่สนใจ เพราะเขากลัวแม่เขา เราควรทำไงดีสงสารเด็กด้วย เพราะเป็นเด็กผู้หญิง ถ้าอนาคตเราคบกับแฟนต่อไปเรื่อยๆแล้วอยู่ด้วยกัน แล้วยังเป็นแบบนี้ ส่วนตัวเราไม่โอเคนะ (ระหว่างคบกันเราซัพพอร์ตแฟนด้วยหลายๆเรื่องซึ่งเรื่องลูกก็เช่นกัน)"
"ทำยังไง เราถึงจะ มูฟออน
จากสามีได้คะ เขาขอเลิกกับเรา
เพื่อไปเริ่มต้นชีวิตใหม่กับ แฟนใหม่  
เรากับเขาคบกันมา4 ปี มีลูกด้วยกัน 1 คน พึ่งจะได้1 ขวบ
เขา ไปอยู่หอ ด้วยกัน ทิ้งลูกเมีย ไปดื้อๆเลยคะ 
เราผิดหวังมากๆ ที่ครอบครัวเราแตกร้าว ท้อมากเลยคะ"
เหนื่อยมาก ทุกวันนี้เหมือนกินยาเพื่ออยู่รอดไปวันๆ เป็นหัวหน้าครอบครัวเลี้ยงตัวเอง ลูก แฟน ค่าใช้จ่ายทุกอย่างในบ้าน ค่ารถ ค่าบ้าน รับผิดชอบคนเดียวทั้งหมด แฟนก็ไม่เคยเซฟจิตใจ ตอนนี้มีปัญหานอกใจ เขารู้ทั้งรู้ ว่าเราป่วยแบบนี้ แต่ก็ยังทำ ไม่รู้อยู่เพื่ออะไรเลย เหนื่อย ท้อ เซ็งกับชีวิตไปหมด หมดอารมณ์ในการทำงานและใช้ชีวิต
"ผมก็ไม่รู้ว่าผมผิดอะไร กับมาจากทำงานก็ตึงใส่
คุยก็คุยแค่ ทำไร กินข้าวยัง ไม่มีคำพูดดีๆ 
หรือความคิดเห็น มีแต่จะเอายังไง? นักเลงจัดเลย
ส่วนตัวผมก็ไม่มีที่ไป แต่ก็ยังจะไล่กัน รู้ทั้งรู้ว่าไม่มีที่ไป
#ถ้าไม่รักกัน ก็เกลียดกันไปเลย พูดตรงๆรับได้อยู่แล้ว
ถ้าแฟร์ๆกันจริงๆ"
เห็นกูเป็นแค่ของเล่นคั่นเวลาก็บอกกูตรงๆได้มั้ยไม่ต้องมาตอแหลทำมารักกู กูคนนะเว้ยไม่ใช่สิ่งของที่จะมาเล่นกับความรู้สึกกู กูแม่งมีความรู้สึกนะไม่ใช่ไม่มีกูร้องไห้เป็น มีความสุขเป็นแต่ตอนนี้คือไม่มีความสุขแล้ว มันมีแต่ความทุกข์ มีแต่คำที่ทำให้เจ็บ กูเจ็บเป็นนะเข้าใจกูด้วยนะ😔
เอิ่มคือแฟนผมชอบถามว่า ทำไร แอบคุยสาวหรอ ชอบน้อยใจ ชอบคิดเอง แล้วที่สำคัญคือเป็นทุกวัน เขาระแวงในตัวผม แค่ผมเงียบนิดเดียวก็เครียดก็ง่อนละ ผมอะไม่เคยคิดนอกใจเธอหรือรักน้อยลงเลย แต่ผมรู้สึกว่าเธอดูถูกในความชื้อสัตของผม สิ่งที่เธอคิดมันผิดหมด เพราะผมไม่เคยทำ ต้องทำไงให้เค้าเลกระแวง หรือเลิกถามคำถามเหล่านี้
วันนี้สามีบอกหมดใจ หมดรักแล้ว ถามว่าพูดจริงหรือประชดกัน  เค้าบอกพูดจริง แต่เค้าก็ยังอยู่กับเรา พูดกับเรา แต่เย็นชา  ถามว่าตั้งแต่เมื่อไร เค้าบอก หมดรักได้สองสามวัน แต่เค้าบอกไม่มีใคร แล้วเราควรทำตัวยังไง วางตัวแบบไหน ทำไมตอนเรายังไม่ท้อง เค้ารักเราเดูแลเท็คแคร์ดี  แต่ทำไมพอเราท้อง เค้าเปลี่ยนไป แล้วชอบว่าหุ่นเรา อ้วน เค้าเป็นคนชอบผู้หญิงตัวเล้กๆหุ่นดีๆ เราก็น้อยใจ เพราะเราผอมไม่ได้ เราท้อง กลายเป็นความงี่เง่า ให้เค้าหมดใจเลย ไม่อยากหลับนอนด้วยกัน บอกขี้เกรียจ ไม่มีอารมณ์ มันยิ่งทำให้เรารู้สึกเฟลมาก  เพราะเราท้องหรือเปล่าเค้าเลยเบื่อ
